,ClusterId,W_mean,H_mean,n_boats,Images
59,59,6.0,8.0,1,16ecc3d70.jpg 67b843728.jpg 00761707d.jpg 82bac00cb.jpg c82ed649a.jpg e24c81c3c.jpg 159307c0b.jpg 0cff4cddc.jpg 2fbcfd794.jpg
60,60,31.4,27.533333333333335,15,b5bcba7d1.jpg 423a4f882.jpg af021262e.jpg b9c68dc02.jpg e409483c0.jpg 270b202c7.jpg 02d218ff4.jpg 6dcbdb1a8.jpg 64e9e8e66.jpg 0935d64d8.jpg 1373dbd93.jpg e40e87799.jpg 44d701ca3.jpg 069813b2d.jpg e34795354.jpg 29f283353.jpg c1c4d21bb.jpg c2fe4db60.jpg 780339afd.jpg c198cb4ad.jpg c22069b0d.jpg 745ac694f.jpg 959a48460.jpg 781c9dbee.jpg a6b18bbc5.jpg 3334a35df.jpg cb6d2b179.jpg 6cc15201f.jpg 3f77ec6de.jpg 215b9b950.jpg ac6fa7431.jpg d1f60a074.jpg 623d22ecf.jpg 355c6d831.jpg c325f97f3.jpg 88fa74891.jpg bdc8cfd53.jpg aad8a9aec.jpg 51cc0aa19.jpg f1cd8e6b4.jpg a32b3437c.jpg 008127d89.jpg 4e48af3fe.jpg 0f71729a2.jpg 116e684f2.jpg 0ec6df41c.jpg c6c86af88.jpg ed432a7df.jpg b6332ceb8.jpg 00c3bafa8.jpg 817396702.jpg a5f545b31.jpg f47b48547.jpg
61,61,65.71428571428571,43.285714285714285,7,26916a66e.jpg 0713a0c57.jpg 7f37e42c6.jpg 19e772f56.jpg c9ea97f87.jpg 53283c659.jpg 555206c5c.jpg 7fb130b9b.jpg 2e844f416.jpg 1038e47d2.jpg a3cba0fb0.jpg 815aaf8aa.jpg 706387707.jpg 6f6567ecb.jpg 49abde2b7.jpg 3e0cf0412.jpg 7438f3591.jpg 00c571edd.jpg cbf227ec1.jpg dfd1aff04.jpg 2f6de67b6.jpg 7825215af.jpg 63cbc255d.jpg f96f95f4b.jpg 499a57603.jpg 2e526597b.jpg 8f21cc151.jpg b6671293d.jpg 66339de00.jpg afadda3e7.jpg 54fda3eb5.jpg 783690d46.jpg 98ca3cfe4.jpg e2b3f294f.jpg ca678c89a.jpg 008129422.jpg
62,62,94.14285714285714,49.22857142857143,35,c913bd9a6.jpg 3739118ea.jpg b394c7722.jpg bf432248e.jpg 87bd9c92b.jpg 388dea368.jpg 3ee7ed8da.jpg cce8ba421.jpg bbb58c800.jpg 008605bcf.jpg e7e134937.jpg 4b952f57c.jpg bbbcc4b28.jpg 3153b49ad.jpg 53151aa7c.jpg af50b7d0f.jpg 0dff85208.jpg a636dd86c.jpg c8bd6f59b.jpg 2d4240f1c.jpg 7d1d33bc7.jpg d9fc2c033.jpg c3c500c37.jpg d5be43935.jpg 4043e839c.jpg 300a19052.jpg 87eff0a8c.jpg a0d81a7a3.jpg ce6760e2a.jpg cd5dab03a.jpg 800c47ef9.jpg eb828af97.jpg db111bfff.jpg a63ff975c.jpg 5c512aff1.jpg 738c642ba.jpg 1b174dff2.jpg 9333900da.jpg f30906783.jpg 34a87b237.jpg 1b00afe9d.jpg e3d4a6f17.jpg 1d8db3755.jpg e0ef84d33.jpg 6fc315e6f.jpg 4ce28815f.jpg 682aaa491.jpg bc4baa8d8.jpg a9c3050dc.jpg 677b71e49.jpg 56fc0cc9a.jpg 218ec39f4.jpg 0b6379568.jpg 50466f17d.jpg 0178a78ec.jpg e19df0625.jpg f2923aaaa.jpg d3a2e6510.jpg aea19cb14.jpg 086f39f86.jpg d1e423c08.jpg b67fe7ad9.jpg 3fc93a014.jpg a08f227b7.jpg a8f5b0880.jpg 2b1d65ab1.jpg 0a1a2b14e.jpg 784dbcc31.jpg efe9cf855.jpg da9fa96ed.jpg f7a2f1a6f.jpg 7e9ca7f0a.jpg f0a098914.jpg 1614b13bf.jpg 28b83e7ba.jpg 3f2bcf37f.jpg 357d8fd2a.jpg f2de0e25c.jpg be11a2705.jpg eadc17220.jpg fae27a8f6.jpg
63,63,20.0,25.0,1,731865798.jpg 8ef09e17d.jpg 008863fe8.jpg 45430a7cb.jpg 9b1f1aed6.jpg 75fb547ec.jpg 2220a8113.jpg 733f67cff.jpg 06ad5abcd.jpg
64,64,10.0,10.0,1,992795278.jpg 7060ef876.jpg 008be7e31.jpg 5e1b0f98e.jpg 5d0ee9aea.jpg a448daefc.jpg aef32093d.jpg 0669200c5.jpg bcbf6769e.jpg
65,65,15.0,24.0,1,008fd2b42.jpg 1d1fe875e.jpg
66,66,83.92857142857143,55.607142857142854,28,bf5a107a5.jpg 2da1a0c6b.jpg 2cc0349f9.jpg e12c240e7.jpg 324013f3f.jpg dec9d95f4.jpg 5c855fb12.jpg 39cdfb04c.jpg 33f8eebae.jpg 009751652.jpg c5cbb7225.jpg c04440f78.jpg cc9998374.jpg 88c12dc6e.jpg 6d12f9b89.jpg fae2ffac5.jpg 9682ef1e6.jpg 7159e34a3.jpg c3b6122b3.jpg 6818db704.jpg fab933d17.jpg 690fc7729.jpg b053a2199.jpg 05d523c71.jpg fa6c0270c.jpg 09b22e79e.jpg 0b0892a75.jpg b732851d5.jpg 952e1b767.jpg 7c7a5fa63.jpg 611bdd0f6.jpg 251775c6e.jpg 8b2ab9c9b.jpg 7c1a27d0d.jpg c30b91961.jpg 5a3e815a3.jpg 75f1022b4.jpg c671a350d.jpg 075f4ba97.jpg
67,67,127.83333333333333,48.166666666666664,6,11ac1746a.jpg 00975abe1.jpg 0c4e30bfd.jpg 5c7f66bde.jpg a4d1a0389.jpg a42dee4fb.jpg 031053ab0.jpg 536c96a73.jpg d51f4e080.jpg c37a2307e.jpg c795badea.jpg 1f5fd140c.jpg 565cb44cf.jpg 5f9739358.jpg 3ff41ba97.jpg a9be19673.jpg 878fd7fb5.jpg fadc3eb1b.jpg 8d8dc7c9a.jpg ad94e91a9.jpg bdc69cc5b.jpg 9a19d83ad.jpg 649203b4f.jpg 6402c5e99.jpg d0618d03e.jpg 77cdaf1f2.jpg 6a5e6f2f2.jpg 7250e01bf.jpg
68,68,34.166666666666664,43.5,6,def64650f.jpg 851302031.jpg 05646aa3b.jpg 0276904be.jpg 79e5e96c8.jpg d41e45486.jpg 7e7035c0d.jpg 182741bc7.jpg 0098652ab.jpg 35d23f6e0.jpg e3554e3a9.jpg 75290fdc0.jpg
69,69,14.0,19.0,1,dbc29fe5e.jpg 44d2282cb.jpg c826b08ce.jpg cbb33012b.jpg b3e3b5227.jpg 20163f692.jpg f43e69779.jpg a99f7e0a9.jpg 00990fe74.jpg
70,70,12.0,12.0,1,009c1116c.jpg c5ed9fb3a.jpg
71,71,161.0,37.0,1,71fdd62e9.jpg 501103006.jpg 329c61df5.jpg e471fcaf4.jpg aa29bcfb8.jpg 3ce94abc0.jpg 009e22bfb.jpg cc46535db.jpg 3bd478c53.jpg
72,72,93.22727272727273,50.36363636363637,22,e03f9d8a5.jpg 84ed77e7c.jpg c8aef7c04.jpg 4e6746ba8.jpg 733e01379.jpg 8a0576026.jpg 00a1aab5b.jpg f98022dd0.jpg abfa07ace.jpg 840dcf3d8.jpg 484f4fb31.jpg fd69ef440.jpg d4faf1790.jpg 0f6f01e69.jpg 2dc872414.jpg a00a8ce3d.jpg 800d89008.jpg 1ab28e54a.jpg 4b196ce97.jpg e24a66370.jpg c94b77be5.jpg c207855e6.jpg 04580387f.jpg 2027cdaea.jpg 7fb1d39e5.jpg 6126b4b5d.jpg 17b28cae2.jpg 208303657.jpg 16c4c5ed7.jpg e3ced7d56.jpg 7655cd09b.jpg 5cea48631.jpg d71ae401c.jpg ac254a6b9.jpg 77ab5ef45.jpg d5ddffc60.jpg b265c10ce.jpg e5d256567.jpg 4ec8460a5.jpg b849dc3ba.jpg a9faac267.jpg 4acd3df2e.jpg da7ad2d70.jpg ff1b6ecdf.jpg e5ab42e31.jpg 980dcd556.jpg 4caed2609.jpg 62c810692.jpg bb50c38e7.jpg a4b9e9744.jpg
73,73,184.5,152.0,2,ffd1139d7.jpg 488c93cff.jpg a3ba5c0b8.jpg e0daff298.jpg 25bed6bbf.jpg 00a52cd2a.jpg cec8a7cbd.jpg d725a2b72.jpg 21f0e5775.jpg
74,74,13.666666666666666,35.333333333333336,3,730092de4.jpg b514196fe.jpg ac15651f6.jpg 7d09b27e8.jpg b94d7338b.jpg 00a6fef47.jpg c4a1a83d4.jpg 3a85c631e.jpg 331f99b03.jpg b402124f7.jpg 0ffd7e2e3.jpg b7cc6c0b8.jpg
75,75,43.916666666666664,42.416666666666664,12,52841a0ee.jpg 00a9be085.jpg d15218c9d.jpg 204be5f52.jpg 74031e906.jpg 54d26f76e.jpg cb9354038.jpg 0b7ef84f8.jpg 978641fd1.jpg 4b4a50ef8.jpg 7b7007d93.jpg 485dd4977.jpg 1923f24c9.jpg 29395ac0a.jpg 81ad5b262.jpg 44324005c.jpg a2baeb2cb.jpg bc79418c5.jpg
76,76,22.0,12.0,1,00a9e2ec9.jpg 3b2d4bd02.jpg bc0de181c.jpg f619606fa.jpg 58eaf2d5e.jpg 0d4e0487c.jpg 7c4dc369c.jpg bb40ba3d5.jpg d0eaea140.jpg
77,77,58.46666666666667,58.333333333333336,15,cdb9474cb.jpg 6c902c823.jpg 7b17a79b2.jpg 7253e847b.jpg 4535d51b4.jpg 00aa60389.jpg 0b7d1c160.jpg 171637e47.jpg cbdd0c687.jpg 78e391f7d.jpg 1121598a1.jpg 1aaf44c88.jpg 5055e7ab6.jpg 5260cea2d.jpg 69a378855.jpg 4951eb05e.jpg 322e4aa7b.jpg 3872d30a0.jpg 82f222ae0.jpg 0e9e6f16c.jpg 2bbf5d2d6.jpg e12d40641.jpg 8537cc064.jpg 694bc5c8f.jpg 1751d5562.jpg 525b98915.jpg 838648b78.jpg 9a2323930.jpg e6d5d1871.jpg
78,78,21.0,71.0,2,e9d91b458.jpg b7c7a4502.jpg 692b4c37b.jpg 05c763f32.jpg 00aa8bc42.jpg 2092135f1.jpg 29538f502.jpg 526b323dd.jpg e5d41aa92.jpg
79,79,66.98550724637681,77.27536231884058,69,00abc623a.jpg cc75f168d.jpg 5e8a80412.jpg 919c3bd76.jpg 77b91d9f6.jpg f929ceddf.jpg 55e9f6203.jpg 04352e8ec.jpg fea7798a1.jpg d1b913d36.jpg 3b67150f0.jpg 79e358be3.jpg 2e18b75c3.jpg 2e50cd804.jpg b1d6d5adc.jpg 87b0956c6.jpg e3a1bfcc9.jpg 2e8fc99d7.jpg 06d5a7b09.jpg 1fb1de74e.jpg dccddff18.jpg e6704ef29.jpg b80fc44ab.jpg a6bf22fd4.jpg e47c5350d.jpg 651baf12a.jpg 55f093107.jpg 28d0e41f0.jpg e5fd5a575.jpg 9e0bd7e22.jpg 67d8d4ca1.jpg de6063cef.jpg 2146f231d.jpg a9589c03a.jpg daf77c518.jpg 8cb95b0a5.jpg c4b1f4dd7.jpg 667511ea1.jpg 2a90b7a6d.jpg 8824d3f31.jpg 5a9c8dc52.jpg 3fabd7fbc.jpg fe91f6619.jpg ec0d1f55e.jpg e6d7420b3.jpg ed937cf48.jpg 5f7e0735e.jpg 283193818.jpg 723592336.jpg d2d439a5b.jpg 1975196ea.jpg 50d3c9b12.jpg 30f038124.jpg aa6bb13a8.jpg 9b0636faa.jpg fa90f25a1.jpg 10c9d2e4a.jpg e4a8e7311.jpg 2a445074a.jpg 11ccf196b.jpg 7c4057b22.jpg 8df9122f1.jpg 1ca387ec1.jpg 832ca11e0.jpg e21e04da2.jpg 7f61bb317.jpg 1df3f6784.jpg a673759d8.jpg 8bae5f942.jpg d94835633.jpg 27bd7d016.jpg fa53811e2.jpg e4cbdfc38.jpg e0e5aee91.jpg 3ce3d3cd3.jpg 966be71a9.jpg dbe0201ad.jpg c80d5dc93.jpg 18caa8d3a.jpg 5724346f7.jpg fd7bddb7f.jpg 4e9861bbd.jpg 3153d4286.jpg 9edcbc176.jpg d48c6943f.jpg e893d1988.jpg aee251f23.jpg c647e33d7.jpg 20609e80a.jpg bbc2f8175.jpg a5a041dd3.jpg 3662196d2.jpg 915dac3f3.jpg a0999c071.jpg f9b809c95.jpg 29aa209e4.jpg 4a87673e3.jpg 2cc65e215.jpg ea8021541.jpg f19883fd7.jpg 1a508ec22.jpg e6464a9d6.jpg 7aa27882e.jpg a62913a02.jpg f3a73e81d.jpg 232e31629.jpg 34fe9d3f1.jpg 80a405761.jpg e22248219.jpg
80,80,33.629629629629626,34.51851851851852,27,d816be9e8.jpg 58064b459.jpg 8e4906968.jpg c6afced5a.jpg 77fa931db.jpg fa5454f81.jpg 7cc8b3549.jpg 282d855e9.jpg f0702428d.jpg 6c30edd46.jpg 64fe3ef32.jpg 30c47364f.jpg b6327318c.jpg 704622c71.jpg 8385c1e17.jpg b496cc6bf.jpg 8de40f1a7.jpg 4e30b2f3b.jpg e4bf58589.jpg 40217a41a.jpg 6666baaff.jpg 9d69ba5ef.jpg 03c101b1a.jpg 908adff15.jpg d6b64ef52.jpg 702c958a5.jpg 4a8bea499.jpg 5cdc13638.jpg a0febd5c1.jpg f96b24dd4.jpg 7d5894469.jpg b185cdec2.jpg 54da53d07.jpg ebc05f264.jpg 443cdad31.jpg 9bcfee484.jpg 5e05db88b.jpg 820519d7e.jpg 46c0d1521.jpg c062e8830.jpg 5e48adb06.jpg 73f98914d.jpg 68184158d.jpg ab1b16c06.jpg 6002c8f41.jpg 5cf84f408.jpg 17804f4a5.jpg e8af973bd.jpg 4e9f2d1e4.jpg 1809a03e2.jpg 2e189becf.jpg 6af33d8be.jpg 932d56468.jpg 83a1817a0.jpg 0c4a73c5f.jpg e67a6bb9b.jpg 00b0fa633.jpg bd8599ecf.jpg 98e41adf8.jpg 77b066d92.jpg 843f2e179.jpg a58d5216c.jpg 86f90d6d1.jpg a4a363ae3.jpg 3e76bc021.jpg d18d8c6e1.jpg d8fb540a3.jpg 0ff434879.jpg e47bbafa7.jpg 0318cd222.jpg 1634ed35b.jpg 4ca2c7796.jpg 05c3ad8c5.jpg 5e1b9f458.jpg a3e83f7f7.jpg 9b87f4ec1.jpg 749496544.jpg f2a5fddec.jpg 1462e9f69.jpg
81,81,63.0,45.0,1,00b101ed7.jpg 09f040199.jpg 8e798b726.jpg 7b41d4fa3.jpg 64d06c44b.jpg 6f6b44bd7.jpg
82,82,239.16666666666666,56.166666666666664,6,4dc9b27a2.jpg 00b21150c.jpg da099b9d6.jpg ae0438958.jpg 1bca02ec0.jpg 346a3ce90.jpg fb669c452.jpg 943d77c84.jpg
83,83,24.0,31.0,1,0b6695f33.jpg be2e53beb.jpg b28c561d4.jpg 428c99009.jpg 0b1a6ce70.jpg 0d5771fde.jpg c98ec8b57.jpg 00b3e6991.jpg d18f80c17.jpg
84,84,53.666666666666664,80.33333333333333,3,45b12ad18.jpg 478a5c909.jpg 00b71d048.jpg d0f09ed6d.jpg dae06bb69.jpg 9030cfe70.jpg b7269c2ce.jpg 6fba8a001.jpg c9ac54a6e.jpg a57b447eb.jpg aa6c030a9.jpg 14794f56c.jpg d3bba9148.jpg a885ba054.jpg
85,85,81.0,57.0,1,def500530.jpg 8b858d1ca.jpg 929d08b5b.jpg b4bbf81c8.jpg 83176534a.jpg 19f577039.jpg 5fb72fbe1.jpg 00bc708e0.jpg d11f0293f.jpg
86,86,26.75,21.5,4,0b0ac5358.jpg 00be4edfb.jpg 7c792f1d9.jpg
87,87,78.33333333333333,93.38095238095238,21,b06d1ea41.jpg 11b760da2.jpg 9ef6aedd5.jpg 00c3e1386.jpg bf121f600.jpg 89247e677.jpg cb705cb06.jpg 166e23cf3.jpg b85045e0f.jpg 296aed836.jpg 7ba9efa12.jpg a7b4d727a.jpg 623abf4f7.jpg 4adccbf36.jpg e2cfe3055.jpg 4ccc8fd73.jpg e93929a2a.jpg 656ce7f10.jpg 3c6f47ec4.jpg 5adb6e8c9.jpg 1b9e8d1e3.jpg 01530ba04.jpg 5c6268e92.jpg b7dc66bab.jpg 58d20c321.jpg 04de04966.jpg 3da15b5c2.jpg 6662d0286.jpg ce0e26d0a.jpg fe43ee668.jpg 23cf29d6f.jpg 9afbd2c1f.jpg a72c8402b.jpg 0c6ba3267.jpg a526462bc.jpg e45e7b9f9.jpg c16578983.jpg 423b84ba4.jpg af809ae00.jpg c531be5ca.jpg 5303fae76.jpg e8fbf3d38.jpg 811d522ad.jpg 7a514fb88.jpg 72c518a31.jpg a4a1b3811.jpg 086277dcb.jpg d3a671bb8.jpg 5c6045ff2.jpg 53148afaa.jpg 0b969f553.jpg 10de4a146.jpg 492ad1899.jpg b41570115.jpg 89b0220d1.jpg cac74573e.jpg 5b9fa0643.jpg caa4eb03d.jpg ff0a1a5f9.jpg 18101907a.jpg 2696945ab.jpg 12c0593ca.jpg 8ead9252c.jpg 9e8a52683.jpg d194d8479.jpg 7f4e68b58.jpg 938f77cd0.jpg 1635c8639.jpg 3d41299bb.jpg 99d188529.jpg ff1cd382f.jpg 658312fa8.jpg 4948dbb3f.jpg e2d11e17d.jpg 1acc53a97.jpg 8bf651696.jpg 8e0230e1b.jpg 7557e261d.jpg 964c7535d.jpg def26f531.jpg f7980ff61.jpg d6ca49504.jpg b31096682.jpg 69d8fab68.jpg 9c966f3e3.jpg fe7361dc4.jpg 9ea7d8af2.jpg 4e5ff2202.jpg b4256e07a.jpg af85c3090.jpg c616d2345.jpg c94e312cf.jpg 7c7fb123c.jpg 5981073c7.jpg 69e890af1.jpg e10a40244.jpg c24dfc5b3.jpg 91c596bb0.jpg d17712cad.jpg 7961655f8.jpg 6dee77849.jpg fac263d5d.jpg fee41ef0a.jpg 6e56b0d93.jpg 8c4be6a61.jpg 889b9b2ed.jpg b8fb65a24.jpg c1d89b807.jpg ae34544d9.jpg d5346f618.jpg fac26a8c4.jpg 8ce4203de.jpg acf168629.jpg cc55e036e.jpg
88,88,58.5,47.0,2,22c6ae2e3.jpg c29abb773.jpg d620d7836.jpg 9d9ac2401.jpg 7033d8a4b.jpg 00c498ef4.jpg
89,89,33.0,11.0,1,1323ac7df.jpg 400fce587.jpg 08d9f8006.jpg da4af7868.jpg e3d3aab6f.jpg c7a1e0d02.jpg f3baa7b08.jpg 00c4a90d2.jpg ba1873ed2.jpg
90,90,33.266129032258064,41.62096774193548,124,5a24af8e4.jpg beabc25d2.jpg 42385b882.jpg 00c54cf6e.jpg b2eeced6e.jpg 4fa49b33e.jpg bd85640e7.jpg f4306c531.jpg 15d6fc1a9.jpg 71b763e1b.jpg 15bfe8ae2.jpg aef9ed71c.jpg dad54fe15.jpg 09100c5d9.jpg ff64fed32.jpg 942f3558e.jpg a57f2b1ab.jpg 6bcf84554.jpg 978e62c03.jpg 2b2a75acc.jpg 87a819da8.jpg 0df3c0a02.jpg 98a7f9b46.jpg 10e334e8d.jpg 36ea232e2.jpg 55722047a.jpg 90f7a94ed.jpg 33a8d0444.jpg 41523f1ac.jpg e70e87150.jpg 07fc3751a.jpg efbe86da0.jpg 8f411018d.jpg d30047161.jpg 0219dec84.jpg fcb442145.jpg b76c3826e.jpg 7facc27d2.jpg ecd0c5424.jpg a5f887145.jpg aa67f9bf8.jpg 9c44c4502.jpg f694a9fd0.jpg 7451fdb7f.jpg 6df817a17.jpg e5d324af4.jpg ccc1911a4.jpg 91da1b826.jpg 5a4c58bee.jpg be754b1c5.jpg 8ceb90114.jpg e5dd11d16.jpg 9c4a39db1.jpg c3a89b223.jpg 0688904ce.jpg 101b05aa5.jpg e34d7a4ef.jpg 85a4ba676.jpg 040486ade.jpg c6233f078.jpg 1e67ce9cb.jpg 295e9a168.jpg 0908bfa81.jpg 5b9b82eb0.jpg 02cfbf9e0.jpg 805009727.jpg 9d503e4ef.jpg 517842d5a.jpg ae60903a8.jpg ff1220ede.jpg cca8f5286.jpg e9a6a7d12.jpg 09f22d2e6.jpg e89759eed.jpg 5b2775dcf.jpg ccfb19870.jpg f36890853.jpg f9ea6dde9.jpg 997663356.jpg 8900052e2.jpg abcdaf788.jpg eef1adeeb.jpg c8efc1f05.jpg 63f91fd81.jpg e716a6473.jpg 2210d674b.jpg 31ff299f2.jpg 594a1d401.jpg 761f0353b.jpg 6ee0c1899.jpg 1a2b9a729.jpg 9fcb79fd0.jpg d0f66f95b.jpg 7d96c8397.jpg ae8f8e687.jpg e7c7d1cd1.jpg 8fadf6751.jpg 02de1b37d.jpg b0508f2db.jpg 5d2e43e0f.jpg d42c0f43c.jpg 2799dfe27.jpg 5c0453950.jpg 2a52f7cc2.jpg 8dc83da4c.jpg d863765ab.jpg 8be00f87f.jpg b775a4ada.jpg fea82f42d.jpg f18ee0bdc.jpg 3d05be286.jpg 14de95be2.jpg 11b1ed5fc.jpg 3a8952d74.jpg 4587d667e.jpg fece5c271.jpg ce184d732.jpg bc5be445e.jpg 5c5fc08cd.jpg dd91c6eda.jpg 06ac740b9.jpg b75097e63.jpg 8ee3b8cfc.jpg b4fbf682c.jpg 8ee7eafa4.jpg 7723830ff.jpg 205913a83.jpg 76654d52a.jpg f545ad850.jpg 730581268.jpg ac0d5f667.jpg 082e7130f.jpg df0a4b9bd.jpg 90d12bac5.jpg 235d6b6ff.jpg bf109e651.jpg 5c10e9ea9.jpg 58f232844.jpg 5daa7c9f8.jpg 4c1914662.jpg 10dabdbf7.jpg 9bc0b8fa5.jpg c18d4a039.jpg 0db1bfca6.jpg 4139a5f82.jpg c71cfa3cb.jpg 51dfd4cb9.jpg 4ae200e55.jpg c57b3ce51.jpg e4c3247a7.jpg 2f4eb1f5f.jpg af957067c.jpg 4896a57a3.jpg dec44b988.jpg b02b9e9a0.jpg f36dc58cc.jpg dd1a3c5e2.jpg 986760977.jpg 096ae20e5.jpg 14ebbcc48.jpg 636bcf83e.jpg b98736df3.jpg f1e9fa887.jpg a83f945aa.jpg 76e8e4b86.jpg 827c1de7f.jpg e9cedc196.jpg d4c673a1a.jpg e9f5ddbea.jpg 8f0a6d815.jpg 840804e78.jpg 648356e61.jpg 16372685c.jpg 67d9d976a.jpg 09f09fb26.jpg 31afc6724.jpg 5b393a444.jpg 4888422cb.jpg 36d712736.jpg 60952e874.jpg 675641e56.jpg f05e3e397.jpg 6cf9756a5.jpg 90bac43ff.jpg 84a495da1.jpg b74b677a1.jpg 764450291.jpg e8c3a1e9b.jpg ff2072d04.jpg 321d4308e.jpg e5249ca59.jpg 3bebe4393.jpg 93c50b54b.jpg 34400982a.jpg a9a8199ae.jpg c6aa87458.jpg 67d29dc4b.jpg 384c31508.jpg 3ce7536ee.jpg e298b6c6c.jpg e210c8ab1.jpg bd4b62c3d.jpg 70474d159.jpg cfdba76fa.jpg 8da921f37.jpg 8e51e9290.jpg 7150d6849.jpg e0044d51e.jpg d0b35541c.jpg
91,91,90.0,96.0,1,a3987c5ec.jpg 6401086cf.jpg 00c81c432.jpg
92,92,29.0,33.0,1,d5b4ddf7e.jpg c3451fa04.jpg e4aea5328.jpg 0edd66a67.jpg 00c885f4f.jpg 2ab2d673a.jpg
93,93,32.0,19.0,1,081cd2bdc.jpg 00c9a7ed3.jpg 697b84e6c.jpg afdc2c0ab.jpg c028ad612.jpg e3fd3d873.jpg
94,94,68.57575757575758,27.060606060606062,33,8921831df.jpg 764ffd917.jpg a8739a3f5.jpg 58b6cde4b.jpg 61f872c81.jpg b62158433.jpg d0f378ac4.jpg 00cad4541.jpg 77b07cbbe.jpg b96837cb6.jpg 37ed9d37d.jpg cd0a501a6.jpg 14a56f7b9.jpg 886e22385.jpg 014c906b1.jpg 9a6fa942c.jpg d18dd7aad.jpg 36f935970.jpg d279c3430.jpg 5b90359b8.jpg 7ab97de67.jpg e5944ade3.jpg a604d595d.jpg 8133ad907.jpg 79472acc5.jpg 929aae911.jpg eb1797a4f.jpg 05ff6cbb8.jpg fcd2295a1.jpg f39fd0904.jpg efc3141cc.jpg 40627dc3b.jpg 43c202180.jpg 17c6770ed.jpg 612b04f56.jpg 467c0417c.jpg 36c79fbf8.jpg 269b87cdd.jpg 383cda3ab.jpg cb53caede.jpg befd1d550.jpg 52167fdd7.jpg 1393581f1.jpg bb32075d7.jpg 6d1c4faf3.jpg 306e34093.jpg 56df8e767.jpg c2ee67653.jpg 43d1418af.jpg eab7c2452.jpg 9955da998.jpg 313b581e9.jpg be51edb82.jpg 8f789e5b9.jpg 954b25fe8.jpg 73a1ac882.jpg 5a8e01295.jpg
95,95,245.5,135.0,2,ab65215ae.jpg d0b4050f5.jpg 00ce2c1c0.jpg b04001073.jpg 9c31768d7.jpg
96,96,185.5,59.5,4,a4ccef2ee.jpg 00d0a646b.jpg a53531c44.jpg e77a8eba4.jpg dccf4593d.jpg b561f6edd.jpg f9bd0eaa9.jpg 372718b2b.jpg a613f800b.jpg 9bd1936db.jpg 37109738e.jpg 6c591a931.jpg 10b51dbe4.jpg f347168b6.jpg a829c0dff.jpg b8e3f1bcb.jpg 1c7a8731d.jpg
97,97,186.5,131.5,2,f7ef33caa.jpg 00d412548.jpg cf0d995a2.jpg d555ca072.jpg d9f38d7c0.jpg 03078635d.jpg
98,98,30.22222222222222,26.333333333333332,9,00dbe507d.jpg 111fa6adc.jpg 0863c3c9e.jpg cc7025c9b.jpg 0ab21ed48.jpg 9c0a81819.jpg a2c6aeaeb.jpg 963a81be4.jpg 5ae6093fe.jpg 3a52881a1.jpg 8c3e4558d.jpg 58fddb7ac.jpg bc2f3cd54.jpg 4c11ee0cf.jpg dcbf0f684.jpg d73c35735.jpg 584ab6665.jpg 3d7f1f79b.jpg 4f89154e5.jpg fc0521e5d.jpg 56fb05627.jpg
99,99,14.0,17.0,1,dc3b7d2d0.jpg f2d4c7959.jpg 5ef3977df.jpg aa096a0c4.jpg 7a7f9ae31.jpg 00dffdc42.jpg 24fa6865c.jpg a9aacba10.jpg 94c69ec7f.jpg
100,100,5.0,5.0,1,00e05ac7b.jpg 8a9956775.jpg 84ca796db.jpg 88991aaf2.jpg af41553eb.jpg 0148e8c38.jpg fe173dae5.jpg 8e82ace42.jpg
101,101,60.75,74.25,4,2ff4c57d5.jpg 59bf5d1b7.jpg 026bb1723.jpg ba3e3860f.jpg 00e44fa55.jpg 333cb1684.jpg d31c5ef99.jpg 41e17028d.jpg 0c4e8d6de.jpg aa513b8af.jpg f0a39ac2e.jpg 25a9f9da1.jpg f96abadc0.jpg 7f9fe5452.jpg f1d07cdac.jpg 2dc43521f.jpg b5d4c56d3.jpg
