,BoatHash,W_score,H_score
10579,-1607642194072560725,6,12
10580,7789135030401533807,146,111
10581,-2792630033989352958,37,11
10582,5835209812150852022,123,74
10583,-582916777198644226,113,81
10584,1638856393871918078,54,16
10585,-3392264060653326977,39,13
10586,8349052008801676197,20,7
10587,7193567927941418896,23,12
10588,-1539780347631305130,5,7
10589,-8491060040402215348,30,10
10590,-7312105932760836061,40,16
10591,7546038592319984212,8,8
10592,-5000849203096116908,85,210
10593,511332968221402245,15,9
10594,-732050642768632377,9,5
10595,6764515180240686745,39,16
10596,6155532360618183954,25,12
10597,-7422227243920189234,34,22
10598,5936893356635466273,20,13
10599,-2371227150588718305,39,12
10600,-6480499692709210151,26,10
10601,-4534901426075959875,5,4
10602,-727197108999964961,48,19
10603,-169446965426840207,32,14
10604,3896932208452273284,25,11
10605,-5133562963395966000,95,26
10606,-1878528297723962092,5,8
10607,1502858560159704815,5,9
10608,482667554306271287,63,99
10609,9019368494420425519,24,63
10610,-2478894557354830414,47,90
10611,-3973317613880005093,9,17
10612,-2022471758562632539,6,6
10613,-6595842935120702345,32,43
10614,-8911918470652274322,6,4
10615,2194223380208642861,8,10
10616,7191942452760872357,40,44
10617,-4079584329863619374,6,4
10618,-159799502064665233,92,114
10619,803529704792696103,12,16
10620,-7672266910985114160,83,111
10621,-8124466134980483628,29,37
10622,-7260482894430051244,7,12
10623,978572688440121177,164,82
10624,-4890370438787898929,56,25
10625,6825798235764854018,83,71
10626,7242595137469448760,8,4
10627,-6601922943187391226,50,23
10628,3167022398946741698,44,40
10629,-9068333078455742773,8,12
10630,-2875838157443706117,16,6
10631,7530272228532460777,17,8
10632,-8327824017403590038,23,71
10633,-8954977042588295192,20,14
10634,2607016954560009884,56,171
10635,5661058962835101717,50,34
10636,9009726591404485415,23,16
10637,-7804399516611711888,6,10
10638,-2038248487830346314,38,23
10639,-5888496607160039148,32,42
10640,790664201083779632,147,91
10641,-7373029143148581732,19,12
10642,-3945009808693148704,43,26
10643,-6290565537454924124,5,11
10644,6803366268058649441,5,12
10645,-9020474884317756180,1,4
10646,-2353074019866061848,12,29
10647,2585216586742750291,5,12
10648,-4414190367910132990,5,12
10649,1617353921687423714,2,9
10650,1744272977974904251,138,61
10651,3973851581793972047,11,27
10652,-1648710970271248910,27,60
10653,2854174127161851998,12,30
10654,1262928502451898009,17,12
10655,-2421320491328592830,15,7
10656,-6336569162433959200,19,45
10657,-9097304808755596156,15,19
10658,3677624959755352452,10,10
10659,7974932952465338280,65,117
10660,-5313045486296294223,105,38
10661,-1441922005917979878,139,129
10662,-941007685638021718,101,34
10663,4775043943925069235,9,5
10664,8003671779443379081,12,11
10665,5395663637515044432,32,28
10666,-5741149804347215625,39,37
10667,5847814373515127461,71,55
10668,-5832176708213409732,20,27
10669,3448497592930752664,13,9
10670,-1204245641377247137,35,23
10671,-6925663528414314194,26,14
10672,8255561575749814712,34,36
10673,8039971495913247275,147,72
10674,3791492288172812160,107,153
10675,5945042437012566269,74,46
10676,-1346350134567257869,157,64
10677,5934754935243326671,40,53
10678,4531642009546269755,9,17
10679,-5786824969880865649,13,16
10680,-5363806955667537800,13,68
10681,8333580016187512268,32,63
10682,-7906487029279416031,38,70
10683,3781577721356862066,5,7
10684,-5011121709886067130,5,14
10685,-3341481941595579520,3,9
10686,230212140254299424,13,38
10687,4443108977260400614,17,51
10688,6261599536720324161,3,9
10689,6935054200295554166,13,40
10690,-93329600835838595,5,12
10691,6115331338561612942,10,12
10692,-417069688030286562,74,191
10693,-9007451735383078380,41,65
10694,8157811840254809116,98,47
10695,-7234377539879398422,30,25
10696,6891704487144993774,24,18
10697,2231553249418764204,15,15
10698,-6329088221588592144,27,25
10699,4114937571439552952,32,53
10700,6364981680987077154,132,100
10701,-2710953047088145969,5,7
10702,5177764225673134628,6,8
10703,7860552609233843747,5,7
10704,4399735175468972606,24,9
10705,-5159491804203798578,22,9
10706,-10844323442319167,30,36
10707,-2602275468604292169,29,35
10708,1199074582687423718,12,50
10709,-4082260581504746678,10,50
10710,5156497385702571506,15,46
10711,5709507107852326378,16,51
10712,6108291924176414785,83,155
10713,3798847285818726587,23,15
10714,3292505220670103993,65,48
10715,7951671175992300186,91,141
10716,5148414355617287566,105,162
10717,8685016595082440419,112,74
10718,5055349271463956268,2,11
10719,-5448005133950635935,7,6
10720,1003443760501968099,77,84
10721,-2026007208528765341,23,22
10722,1261531312541060403,90,31
10723,-7759615021439680201,80,93
10724,504793054493845624,12,12
10725,8189007161302209930,65,53
10726,-2238363836049230522,4,7
10727,-3544248959965545215,1,9
10728,-13733309396828446,6,14
10729,-4389707666271261507,28,57
10730,-4244995838801901977,27,45
10731,-8216601281092764758,20,27
10732,6562285565790542029,21,45
10733,-6948327451595672809,6,6
10734,6339671915423711053,45,36
10735,-8324463413644478105,23,15
10736,7052007759576822253,28,43
10737,694943330359038140,13,26
10738,-5848066630300271839,14,35
10739,7598726491235748876,30,22
10740,3911749419618625284,5,7
10741,-4140980429790967452,16,29
10742,-5285053741357326962,45,15
10743,5898422461278363964,16,29
10744,6882083756864295482,11,30
10745,-126688752986600199,21,20
10746,-840851101045089557,16,49
10747,-300848564115795510,76,142
10748,-506037628115945229,5,6
10749,4210727037748383909,2,9
10750,6971706231779351128,94,64
10751,4967782256618966345,105,79
10752,-4622619957334806386,34,74
10753,-3168639692917265917,9,10
10754,-2474544691331067041,14,20
10755,873113717629012610,127,74
10756,2194130716595110360,46,168
10757,-2864277262516535551,14,27
10758,4165154812115510732,8,10
10759,8360557445145372916,10,39
10760,7593221434813211564,50,19
10761,-9019740280596027520,23,14
10762,-8891627989713838699,20,17
10763,845846782924446905,117,60
10764,8775998951385476527,58,19
10765,-5236991312929532021,114,33
10766,-1142142004268492177,95,36
10767,3297560629554493549,23,10
10768,-7456959509709392399,31,38
10769,3091414303770330700,17,14
10770,5329267676281277369,40,42
10771,7932876150902052481,17,14
10772,-4177549323269647517,5,13
10773,2297107292239359003,146,61
10774,-8253346884566471854,8,23
10775,-5877817542289222545,130,33
10776,-3949113748331192184,158,77
10777,3660831935221201490,13,32
10778,3027640481390156894,26,35
10779,-8535188122287043963,32,51
10780,9136034354759246546,23,38
10781,3362972962122179807,13,19
10782,933657511424120764,24,51
10783,-2182227573648481664,56,125
10784,-8147199165199560673,12,19
10785,4944427577224055860,78,34
10786,951131587174972864,124,142
10787,2366749405389213803,18,55
10788,-495501154927249752,17,40
10789,6976171565530422031,20,125
10790,7345123056702709128,47,219
10791,-6512741049716074657,17,6
10792,711911232970942666,14,12
10793,4841884539284660939,19,22
10794,-8893783994029397381,17,18
10795,-8638658166609693457,16,17
10796,8145841371719778179,15,16
10797,-6346367626743430339,48,16
10798,3283126503913872347,67,37
10799,4645260092003894257,166,110
10800,6563538953813082652,58,71
10801,3259402488879793089,106,141
10802,2207528856227026413,79,101
10803,-9078680780456226262,45,58
10804,-8959787083894002403,9,7
10805,5709222450556909099,82,102
10806,776693250948982089,63,78
10807,6554611836191957653,67,66
10808,-1571694146840517053,39,47
10809,8690548173878685045,34,19
10810,-3781406715561023135,35,39
10811,-247217312929696623,18,61
10812,-645925358251740058,35,42
10813,3597941252683989658,44,42
10814,6959898519184727460,37,49
10815,274481949193747350,42,70
10816,-7822428701586172801,20,25
10817,-4917529143525162789,62,63
10818,-6955418980347551232,17,14
10819,-8072435349662883415,6,9
10820,-1375512832870677191,23,29
10821,5361545281070043067,42,26
10822,-5041943662770838009,26,34
10823,5800746243720097902,54,72
10824,6468269430343240682,37,49
10825,2358501934554937371,66,92
10826,-5112281685100517837,19,8
10827,-5731162884608515889,25,55
10828,-1946882320120633121,113,125
10829,-5934158523098638934,19,23
10830,-6316285117971886207,10,22
10831,-4145842081023370194,32,59
10832,2578344515594393911,114,41
10833,7151943334322741232,23,9
10834,-1549749690381282838,23,44
10835,-2789588925089331113,90,57
10836,-2495446609492694177,15,22
10837,4698889951390821054,9,14
10838,1935831041636227842,6,9
10839,-5366629670694522898,66,82
10840,3515898739396702138,30,24
10841,5910219445656815296,156,187
10842,-6447596338050934163,9,15
10843,-198036105633817250,27,43
10844,6788102433633121875,23,20
10845,-8607753846593973945,26,62
10846,6171871342767475847,9,16
10847,6190942975441486773,6,6
10848,-5272287378036624631,3,2
10849,-2961091980821594084,4,3
10850,1144784909257992605,6,6
10851,-4781652982265253246,19,10
10852,-2625076322374680731,111,37
10853,-4656025098365510944,11,12
10854,2780749977787590617,5,7
10855,6897299660163063594,8,9
10856,-6024010643602445905,7,9
10857,4887290168396393490,4,5
10858,-6559562718500371529,11,12
10859,4200429577823424876,89,70
10860,5205214673786358227,31,18
10861,8137801270293522292,11,32
10862,-225352395069890249,13,39
10863,-553986962950526772,12,32
10864,-2705324464280235809,15,40
10865,6072888035497189372,54,135
10866,5334442385911127340,36,55
10867,8135180115950596308,93,25
10868,8561115905233003023,50,51
10869,123705328396076940,43,88
10870,5390666717181623515,8,6
10871,-4420471742044443365,9,13
10872,-8406013913785553036,5,21
10873,7870339287456409750,17,9
10874,-4838683457149434861,5,21
10875,7828674466847375979,97,31
10876,-2486515525431717406,47,12
10877,8695591117508161853,2,9
10878,-109544934830519663,32,127
10879,8374403822713152955,18,9
10880,1773591367855645166,48,11
10881,4067332357199294845,31,21
10882,4571160852408375250,94,71
10883,-2229113126548927949,16,14
10884,7092426773258071933,5,6
10885,-1933645317478470532,5,10
10886,7730088320093592851,2,4
10887,2312082249706967161,5,8
10888,-2634621620639264326,2,3
10889,799131876595604203,28,162
10890,6619128707798635594,4,5
10891,1035508216821497809,91,147
10892,-1166504843267170263,38,42
10893,-2598717290820273092,9,9
10894,-7633587703228201331,91,158
10895,-6385051240953458666,46,15
10896,4143097650393636672,10,14
10897,-6729974683109688124,9,10
10898,698547044266206741,2,4
10899,-3393444301714558467,2,3
10900,-5903187647539499288,2,3
10901,-6438463241594508579,15,18
10902,8159038542497571888,9,12
10903,4370903511659792568,20,11
10904,-7600954925225460564,160,72
10905,-2123157309521289705,9,14
10906,1742307306989024745,9,10
10907,5161438367863969337,16,56
10908,-66364808309051797,16,56
10909,1260300673624050139,19,53
10910,8886937974313593409,19,54
10911,-6490054341758145701,27,18
10912,-6703826312292706734,4,16
10913,-8090501901771253004,13,44
10914,-7565487824313493375,12,50
10915,-2500541688188042642,31,19
10916,-5483028692551089097,5,17
10917,-3437890964586295749,19,10
10918,791861380097035937,16,36
10919,1185131340116351902,15,9
10920,-8951291799124111357,16,9
10921,6554462436380816586,16,8
10922,-2788538820369713986,17,9
10923,-6054685497613253025,15,9
10924,8322585987139980471,53,83
10925,3104662418934472384,12,16
10926,6996780094331738113,1,4
10927,-1870317916547020932,48,35
10928,-3146611744338071063,48,32
10929,-8329096008108010046,13,17
10930,2190525782828835422,124,47
10931,2836618877312670086,23,10
10932,-8452223618539132672,39,59
10933,-2451524635618098692,12,15
10934,846677188083071403,164,147
10935,-3002641586448174783,60,28
10936,-4409894999447647352,23,45
10937,-3814388224725277312,35,43
10938,-3572903430387611925,5,4
10939,1731053030908530121,50,19
10940,-4315813783293006340,10,75
10941,-2650593274618697958,9,77
10942,3210607849429803255,22,23
10943,2049858724742587066,15,20
10944,-8195926882830365180,5,6
10945,-6258244785096075579,27,38
10946,7612705432228754347,13,37
10947,6974261786879911337,9,11
10948,-497230462610457767,6,9
10949,-4808205193092905936,32,15
10950,-5083601381534924121,87,25
10951,-263897776127167838,10,21
10952,-1650878236392764231,46,62
10953,-2537487880744786701,9,17
10954,-4196878316141267506,30,45
10955,5099144660117469163,10,11
10956,3312681805522979643,57,41
10957,-6933298915761994509,56,135
10958,2496936689801343629,69,97
10959,-4897204898436297656,65,95
10960,4096808774402174941,123,30
10961,9069731546870251153,141,130
10962,2207940923338510840,5,9
10963,3637343330750031187,33,60
10964,7632211909708645467,12,10
10965,-4226194939986308329,11,21
10966,1843177635675317860,48,24
10967,3960017873066870164,4,5
10968,-4305627544921155941,9,17
10969,-556001420097464355,48,49
10970,727727284735024314,28,42
10971,2933687511354289637,8,6
10972,-8314076974080418642,142,186
10973,4380983096145405307,8,16
10974,8446441370497868478,56,111
10975,-8516326752948060574,55,27
10976,3153856634399511808,175,80
10977,7917248105585374171,5,3
10978,-6087529280104095785,113,60
10979,7904308565672092017,47,27
10980,-6574720541016510455,10,19
10981,-5808094353489638438,49,84
10982,3114800180523082467,56,19
10983,-1154257897825101769,4,5
10984,-8240188399740334348,75,111
10985,-1935449887777078940,41,54
10986,6065974807909919437,125,58
10987,5479258151950629561,9,12
10988,2827486716590457343,27,71
10989,-8000208343455049896,13,52
10990,-5094267282241838527,167,162
10991,5171474899298760375,75,181
10992,-5461205743679044966,6,12
10993,8136031122837998400,9,13
10994,4935262443985612464,119,38
10995,-5409815500142046396,39,53
10996,-6111253753179556052,28,73
10997,4161896317568255240,25,28
10998,6089702050466918199,31,84
10999,6305058415752759403,2,6
11000,8378795378898317775,136,183
11001,-7901611008418062001,39,45
11002,6367716350026907592,109,69
11003,-2782186073961987188,32,63
11004,-1661233415726352066,24,49
11005,-6381251300050313453,15,12
11006,7951553702968160572,32,66
11007,1560436176942300298,36,51
11008,-1799090195899487923,42,38
11009,-308622294490156040,44,31
11010,3620654952891843115,49,80
11011,-6422060175896561346,4,5
11012,-9042891227245176793,10,42
11013,-5011705880442308224,4,9
11014,7930554077690896713,126,81
11015,4854062705279836237,11,36
11016,-2655546858617189689,34,26
11017,-1530188624120685448,28,81
11018,250191557996375677,14,80
11019,-4489923026007692758,52,119
11020,-8121385937923669134,6,7
11021,8652000221434751242,54,27
11022,-3042282971680927145,127,60
11023,8963195896058906675,17,31
11024,8668799942032341067,19,33
11025,-8592697873612478275,33,48
11026,-2871362452788240172,29,44
11027,7512976347832399870,41,81
11028,6472274814868591235,55,75
11029,6549801611017088604,151,80
11030,-4120138756005942490,12,11
11031,-705664685319216651,16,16
11032,6018812452651685495,5,8
11033,-5726000732374021532,32,35
11034,6916663837310181872,31,22
11035,-1767753971667472591,16,9
11036,-8219151158094486372,137,113
11037,6043741237723588238,78,97
11038,3090070553705143147,19,50
11039,3144013737560084207,13,31
11040,4214691997624018568,14,50
11041,6089899435089043537,11,32
11042,-4938015238489494590,138,101
11043,-2916990950413166611,15,81
11044,1149977710351018153,10,80
11045,-3333630513419930941,10,10
11046,-4386862093358917542,6,6
11047,7799609346195236878,12,24
11048,-8842164237009455155,147,81
11049,4168973412331634032,3,6
11050,-6691628089345908419,1,3
11051,279178114494848099,38,24
11052,-7497921618866167766,8,19
11053,-2514251643976123586,18,37
11054,8658894824846651338,18,28
11055,2547899265325160015,17,35
11056,8402630643916113750,42,36
11057,2379458906127481836,50,45
11058,4825183676883708914,22,42
11059,4764869649700804913,4,8
11060,5544946494154186604,42,22
11061,6362738715071607949,23,14
11062,-1911031281728664831,32,9
11063,-2374723881504130239,79,32
11064,-2700852863600422507,11,16
11065,3873842623471289477,12,9
11066,6479556266995682511,8,7
11067,5513629350536491389,8,5
11068,6885321125530735208,7,15
11069,-7093472185103909443,6,6
11070,3735939909760927556,7,4
11071,-2303865691085116522,5,4
11072,-4632241056231585274,9,16
11073,2558465340652062262,8,16
11074,4501370916212606748,6,6
11075,-5214013542221304049,6,3
11076,-6607430556181767478,7,9
11077,1571386802318567019,5,4
11078,3118469990918389646,9,8
11079,3277123471835062212,14,9
11080,-3217998888533190805,5,9
11081,7643406801417052667,130,146
11082,3635759762548026275,43,56
11083,3606147124383796994,19,25
11084,-6113608144569136064,28,71
11085,2586912320712275384,19,74
11086,-6701049408000803649,94,42
11087,2751583207146745885,82,49
11088,-3565360623504870513,143,173
11089,-5238283014470941320,36,22
11090,2328607916906054796,11,28
11091,-1438314908978309588,21,59
11092,-2309300222395364310,13,28
11093,-2378622684606539721,7,12
11094,-944722855823240518,33,42
11095,1815287118607763814,4,4
11096,-4556808328475113002,20,13
11097,-2293795540351215776,15,15
11098,8206077431994800015,10,22
11099,2798863259667487171,103,31
11100,-3997852993803192582,71,71
11101,128337981745688188,32,11
11102,-7672355092955503135,32,58
11103,6724716440046455648,8,8
11104,-276494678234315300,18,25
11105,6492360346093123024,9,9
11106,-3893663496729748774,9,14
11107,44106065067409328,12,19
11108,5050582088542751732,141,178
11109,4167133654968284294,7,11
11110,8609341049015209657,17,15
11111,4100585175210796245,10,12
11112,8576973266112313629,32,21
11113,-5908149951440318918,20,81
11114,3162147910326619077,14,9
11115,-7455183205209552870,126,81
11116,-1813001607225847501,123,184
11117,-4994361887822945771,25,61
11118,-1186239431937556099,20,16
11119,-7064104722574858679,35,25
11120,-5371940950100677303,50,48
11121,8418345572846970668,73,100
11122,-2435033064896308125,21,19
11123,3351791211337838410,31,51
11124,6328492346132517599,11,51
11125,-285736845850543458,26,16
11126,-7934771610667932674,23,19
11127,8470609467570521511,26,14
11128,-6511392455170486209,41,19
11129,-1843103118839834798,50,26
11130,3414301163222595277,24,16
11131,1782104535799610500,24,16
11132,-840475548954398882,164,67
11133,9217065666186270520,15,16
11134,-167816669552160446,53,20
11135,8585111842179010197,76,106
11136,7512062729887535184,95,32
11137,3199959544622823205,7,7
11138,4522081876213146912,46,80
11139,6255159526015961170,5,6
11140,2981363474742278946,116,87
11141,-5522079037579858458,39,44
11142,-7795042994387890860,33,14
11143,-9209276449240173945,46,18
11144,-2946472128641563430,3,6
11145,2842145867764866702,4,9
11146,7531745740783114438,3,6
11147,-4619203121765481568,60,37
11148,-7866831255873912848,30,34
11149,5426890533212036531,24,44
11150,-2318325549200704557,34,45
11151,-8338655945910912633,58,123
11152,5138005439656218521,6,8
11153,7321141945033114707,9,11
11154,-2122743775126470532,13,11
11155,3912677278027334317,23,12
11156,2171022596856411691,17,9
11157,1108823684095557998,31,9
11158,-8728773170845231611,128,132
11159,7621418561445092133,28,39
11160,3797201810933058566,34,50
11161,8913991270478262969,4,7
11162,4260541751302027025,12,17
11163,8121527136524310272,9,14
11164,4853445527404393579,35,29
11165,2902469013445431018,85,84
11166,-4205280808905356715,4,6
11167,3814687463535420629,88,91
11168,-560868176913125320,52,44
11169,561912611342189355,158,59
11170,5584546732078677898,6,12
11171,-6624855141524752987,3,13
11172,3608058010027292695,6,17
11173,-4040019297239308431,9,12
11174,-1893591291941545869,33,86
11175,140218094952207335,72,39
11176,-2228961106700682604,27,51
11177,-7924811141258758275,36,59
11178,-4443300385432941286,95,162
11179,-2561668344561457769,4,10
11180,-6279634339859515106,11,38
11181,-1564627186385213043,83,29
11182,-6152812259366664642,105,114
11183,-9063695271220080173,149,65
11184,-3521630791773835004,6,6
11185,-4902821903780350764,9,17
11186,1529980267710134898,13,18
11187,-7715312453425384792,10,16
11188,-877362265081885270,13,13
11189,-4110233620996893097,101,128
11190,-7083790815771623529,45,55
11191,8557687466034249843,78,99
11192,9008109539133504300,48,61
11193,-6716435320835359019,50,62
11194,-8171883805338844383,4,6
11195,6748069795334460542,15,88
11196,-5229308237321385931,4,32
11197,-1281047889612425227,43,30
11198,-5704882121998806777,4,7
11199,5700396523802429170,11,67
11200,-6156692669330244904,19,51
11201,4200810833273324588,7,9
11202,-57966369587250936,57,31
11203,-2551908080288411707,47,22
11204,-6694158553195304034,22,123
11205,-3758301138291948983,42,71
11206,4678121233657285725,34,15
11207,-952029074403196496,9,12
11208,2200116109934298901,42,25
11209,-8687752771764971487,3,6
11210,-5320884559670950316,19,68
11211,8013376408851336731,55,127
11212,-3164221450536368040,102,72
11213,2005623886149823048,42,34
11214,-6354971035770950723,6,6
11215,1486696250788696355,124,35
11216,-2258228828600620278,74,95
11217,3953674011080807662,11,14
11218,-8104536250188761583,49,39
11219,-1736826968282258546,30,25
11220,9006200039746384997,32,57
11221,-1617269306295080342,12,14
11222,-7269828072220401039,17,7
11223,-1839087246278976528,91,217
11224,-7383478539639726892,13,11
11225,-7458454358557728515,17,14
11226,354713555529463818,46,46
11227,1250167858360841943,63,61
11228,4294583323116591664,13,53
11229,-5354427306569319431,18,16
11230,2017789871303570200,26,19
11231,-8591333649092961001,84,117
11232,2069952844582544091,111,186
11233,-2904842142873589132,28,7
11234,43901105972068849,5,4
11235,-8181904349714926366,4,5
11236,-2921239060916612753,9,7
11237,1923747564961610424,7,6
11238,793455353619603823,5,5
11239,-4380075900770534429,98,71
11240,-6020461959350826359,42,39
11241,3746563844916555944,44,17
11242,8622939692516022633,168,63
11243,-1476445439607888705,113,72
11244,-2386453480249544521,44,27
11245,3800615965742907986,12,18
11246,-2186713787310398089,39,29
11247,3070021730434697712,113,81
11248,1632551757125784271,15,15
11249,-4601745947344986684,58,66
11250,5394517321270269793,41,64
11251,987502464653251114,15,47
11252,8222492400261282376,162,45
11253,9155194844489790264,46,14
11254,9110574797903606321,10,9
11255,-1743813039636417337,25,35
11256,-1838177602295506669,32,19
11257,-6723334123941449157,93,25
11258,-419186056388892510,5,7
11259,7366619697517664974,6,8
11260,3690382114487470294,124,74
11261,743696838004992165,132,111
11262,3254031638754728183,3,6
11263,7473939869908685360,83,74
11264,812755430788240929,10,34
11265,-1025986496663916403,114,57
11266,-8803095403449190460,39,25
11267,6513628820842673138,42,58
11268,1889160425740607748,13,22
11269,-6175677459053383644,7,6
11270,-560606486933047609,58,65
11271,-8532018316035407395,17,19
11272,-6788700120635108744,2,6
11273,979492720690718249,9,13
11274,-8074543359297732732,7,8
11275,1653394400365286660,8,9
11276,8247074559286794246,8,9
11277,1883260176953738703,119,102
11278,-2362023017534720541,15,9
11279,5338074218419370420,10,22
11280,-5853422503799241824,35,12
11281,7611370414514041658,6,8
11282,8320002331007574199,35,97
11283,-5753455111213270455,37,61
11284,-5174703525099465220,40,37
11285,3720410814727993267,56,123
11286,860128140188284514,83,101
11287,-2719922111362691777,39,46
11288,1437075966700380047,46,23
11289,9042375144571276224,137,96
11290,490250423969433045,41,30
11291,1058239112633892660,8,5
11292,6821096043691291764,24,36
11293,-3635479897889609171,12,17
11294,-2270124281322059231,32,46
11295,1899920296558860490,10,16
11296,6589411193973077603,117,99
11297,4283782713667940061,10,46
11298,-1644812504827247490,10,45
11299,-5101694856450410352,15,48
11300,-6601455257456390804,12,50
11301,2988860536747523138,12,51
11302,3309981433867286775,9,10
11303,-5044034773668957906,4,17
11304,-3125768826648397418,12,50
11305,2401905284588930025,4,15
11306,-2139143118788295077,9,16
11307,-1328161437793243673,57,56
11308,-3905440857405569349,11,6
11309,-6121071562715944611,38,16
11310,215161200181986648,6,6
11311,-4164540265375715218,30,22
11312,12759892824830405,30,9
11313,-7929431767672825592,142,88
11314,1804482874477701049,126,72
11315,7638996367101122937,13,12
11316,1832791953809370263,171,58
11317,-2362499919548369493,132,48
11318,5752712074908879960,66,55
11319,-3876057959702802947,46,32
11320,-4357205276563705944,6,5
11321,4551612249669240705,8,8
11322,5978809530689905270,8,15
11323,-8535639348474477592,36,53
11324,-7314821129104179193,26,13
11325,-76993500605391397,6,6
11326,60245973589978280,39,76
11327,-4114196070590215496,56,90
11328,8457949793554311987,28,150
11329,5434919818241845089,42,35
11330,-8487405546491456232,92,74
11331,-8661730324059256024,105,42
11332,7416101403901670524,82,110
11333,-6782667243051342104,39,84
11334,7481238636398853606,50,64
11335,-6323388862716590235,13,6
11336,8246540254121059422,39,19
11337,1906941651375530676,19,38
11338,-6382722986204392786,23,42
11339,5911112958834804489,27,42
11340,4290907406477275952,19,40
11341,-7077196517644088112,19,38
11342,9142521887889102009,6,12
11343,249262196580469630,136,107
11344,5778647329949587673,69,108
11345,5951902875016461796,138,189
11346,-5754032537162278493,4,5
11347,3521910498864213433,53,35
11348,2953491825210311120,11,8
11349,4600532168058880799,6,8
11350,-7924065424146625761,10,12
11351,7059176896277946296,12,15
11352,-2040968831553261185,9,9
11353,-7359454750770092368,6,23
11354,7577265967408370171,28,25
11355,8787872887011821144,57,35
11356,4152764470467263242,46,47
11357,4551686964406961077,9,10
11358,1180830755716483951,11,6
11359,-5532321176341779944,6,4
11360,-7808568242978339402,9,29
11361,8426963195674132804,10,6
11362,8599407208679566111,6,19
11363,-5016604999325409030,36,59
11364,-6988650507168453825,2,12
11365,-3901191474656959869,14,34
11366,-7062562604662523038,10,16
11367,-3528761234790041161,27,26
11368,3258562881912414507,25,12
11369,-7843368597197206837,29,44
11370,-8181286816141899376,8,8
11371,-2784626297176428177,41,48
11372,661099163801354271,35,22
11373,5408393132554331514,5,10
11374,5616724869388140993,4,9
11375,6820545376094778587,4,6
11376,5691428436490454790,7,11
11377,-7385144134059463638,3,8
11378,-1379809135161975684,8,6
11379,-3906266151717514420,6,9
11380,7444820547190380288,6,6
11381,-9017442810404622597,12,17
11382,-7250148472478240252,15,25
11383,2276681108195865933,9,16
11384,-6014332494589634626,79,56
11385,1863850202377806931,49,44
11386,-5860379902378663522,16,12
11387,-9173987117312102909,15,25
11388,3112441803052933887,14,67
11389,2209396275977687599,16,19
11390,5101696159579933618,2,3
11391,-8655874980823411326,5,22
11392,-3698622843672847626,13,69
11393,5994306347026056003,43,49
11394,2418952854311035963,44,98
11395,2185002140761848830,10,25
11396,-7657037813207004382,19,67
11397,-2658837507270572648,119,98
11398,-3592518695174957506,6,12
11399,-1775861859984081781,5,12
11400,-4272468327198738016,16,35
11401,-7452284444305397149,17,35
11402,2156429061530705316,12,17
11403,-1503248564737296156,20,40
11404,1330901789884340971,11,22
11405,-329462867496414618,19,42
11406,5254380985432448248,17,40
11407,-5576054082784960264,45,100
11408,2297009233442480148,54,27
11409,-1664381007445991728,11,15
11410,1403215547052599101,24,9
11411,-1291610649152760729,5,6
11412,101740005373365531,4,6
11413,-7486055179337007542,5,8
11414,-8612853100083301680,5,8
11415,-4774192089663712393,7,7
11416,-2281280664203362842,16,18
11417,-3947678746348039046,111,24
11418,9143812392250397818,91,77
11419,7824592499960817586,131,116
11420,3972989961485666110,9,15
11421,-9048135267644341296,26,37
11422,601309492533192285,26,53
11423,-8376485026117422052,39,103
11424,740333888674651475,8,40
11425,-8392966261437020357,36,149
11426,-3092341056011599532,85,163
11427,8727275758608614806,14,18
11428,-1006247866381368407,83,114
11429,3071797619804241908,61,71
11430,-2400379277231994180,16,20
11431,-1601180182670480940,22,34
11432,278590583361323921,18,18
11433,134120662278761678,16,40
11434,-6352433608025574908,21,32
11435,2118364283304957127,21,32
11436,-810780575215636491,5,9
11437,-7125869784679103863,8,8
11438,-1203227450942633689,20,20
11439,-5751771183457754685,8,12
11440,-3596246310522899158,6,9
11441,-4618983416881441223,44,44
11442,7625247598918757100,10,14
11443,1480773900090503582,3,9
11444,6018241720224555874,36,79
11445,3573470671009671460,61,56
11446,5102020870630458382,12,7
11447,-1849150582471919661,78,72
11448,-2059924229263902970,38,43
11449,8040593087506304546,4,5
11450,-2025748713402403807,52,16
11451,-3185235293231461153,12,16
11452,8615721127988368614,5,9
11453,-2855915536169549407,13,14
11454,-7486954032617644477,2,8
11455,-3314080253654311230,3,9
11456,-52084747992716427,12,12
11457,5624832317039519722,9,13
11458,-59225601529828719,5,8
11459,-7212902677044796054,4,9
11460,-5331356346548418692,3,7
11461,1266865561061994910,6,9
11462,-1158800470300481365,18,16
11463,4616464934912059058,46,16
11464,2014296040663499128,52,15
11465,-3745478616952451035,6,7
11466,334015702680090066,86,184
11467,-7070588319290655412,44,28
11468,-3244671645891873394,11,8
11469,-4594142925638645719,5,3
11470,8657271145753996739,5,12
11471,-1501660192012915444,59,54
11472,-4056055277060882339,3,6
11473,9095348150932991809,12,15
11474,4391256556428597740,97,29
11475,-8158079744722659592,10,8
11476,6313486255626080138,4,6
11477,3957499109349653611,30,32
11478,-2819097618954144980,27,24
11479,9221910424539715244,10,15
11480,-3344553800498379182,34,38
11481,426203296589441818,19,71
11482,-4627176988538445647,6,16
11483,7555105356825078009,189,162
11484,-6734938452833329349,78,92
11485,-1102194167994107112,14,35
